text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Legierungsabweichung Mg HandlingSchaden vs Soll Sandausbruch Kernreparatur läuft,4,13,13,69,58,37,3,9,13,9,13,18,3,121,3,86,-1,62
Spektralanalyse zeigt TiMangel Charge Nacharbeit gemäß,1,12,12,37,33,22,5,5,2,2,2,2,62,44,-1,32,32,22
Maßabweichung Sandbindermangel Kernschale Verschleißmm vs HandlingSchaden±Kernschale Verschleißmm,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Spektralanalyse zeigt TiMangel Charge konform,1,12,12,21,17,11,9,1,12,12,12,12,-1,1,-1,2,17,-1
Formdruckabweichung Lunker vs Sandbindermangel Form Verdacht Legierungsdrift,5,11,11,26,22,17,7,0,7,10,19,15,47,58,-1,-1,-1,-1
Oberflächenrauheit Lunker außerhalb Spezifikation Verdacht Legierungsdrift Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,84,61,44,9,8,9,8,17,8,20,4,15,0,13,0
Schmelzofen Holding Furnace TempAbweichung °C Normabweichung Nacharbeit gemäß,6,6,18,77,66,48,2,6,14,6,0,6,-1,40,26,30,20,21
Formdruckabweichung Sandausbruch vs Lunker Form Verdacht Legierungsdrift,5,11,11,26,22,17,5,9,5,9,19,18,-1,106,-1,74,-1,53
Röntgenprüfung zeigt Kaltlauf in Zone HandlingSchaden,1,10,15,35,25,19,7,7,5,7,19,19,-1,14,-1,12,-1,5
Bearbeitungsfehler Kaltlauf Kaltlauf Teil nicht konform Schleifnacharbeit notwendig,1,1,16,82,71,50,0,1,10,1,5,1,31,73,23,57,18,41
Kernbruch Ursache Sandbindermangel teilkonform Gießparameter optimiert,9,9,9,79,68,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Röntgenprüfung zeigt Kaltlauf in Zone HandlingSchaden Wärmenachbehandlung eingeleitet,1,10,15,35,25,19,5,7,5,7,19,19,59,14,41,12,34,5
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,84,61,44,9,8,9,8,17,8,20,4,15,0,13,0
Ausschuss Funktionstest an Getriebegehäuse Ursache Lunker,3,3,17,89,77,56,2,4,2,4,18,4,-1,24,-1,18,32,10
Qualitätsabweichung Sandbindermangel Kaltlauf Raueit Ra Nacharbeit gemäß,5,5,5,45,39,25,9,4,9,0,17,0,45,85,31,67,25,44
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Normabweichung,1,10,10,17,13,10,5,3,10,3,10,17,-1,7,-1,6,-1,2
Maßabweichung Sandausbruch Kernschale Verschleißmm vs Lunker±Sandbindermangelmm Verdacht Formüberhitzung,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Sandausbruch an Zylinderkopf Charge konform,8,8,8,62,52,38,0,5,14,5,14,5,35,100,27,66,21,48
Maßabweichung Sandausbruch Sandausbruchmm vs HandlingSchaden±Lunkermm,2,2,2,4,4,3,1,0,1,10,1,10,0,127,0,39,0,27
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,84,61,44,9,8,9,8,17,8,20,4,15,0,13,0
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Nacharbeit gemäß,0,0,0,41,37,24,2,3,0,3,16,17,42,25,29,20,23,14
Härteprüfung Sandausbruch Sandausbruch vs Kaltlauf Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,84,61,44,9,8,9,8,17,8,20,4,15,0,13,0
Formdruckabweichung Sandausbruch vs Sandbindermangel Form Normabweichung,5,11,11,38,34,12,7,5,7,13,7,13,13,119,10,84,8,49
Spektralanalyse zeigt CuMangel Charge,1,12,12,22,18,11,9,3,12,3,12,3,28,8,21,8,17,3
Härteprüfung Sandausbruch Sandausbruch vs Lunker Verdacht Legierungsdrift,2,2,2,4,4,3,1,0,1,10,1,10,0,41,0,33,0,23
Bearbeitungsfehler Kernschale Verschleiß Kaltlauf Teil,1,1,16,82,71,50,5,1,10,1,5,1,-1,73,-1,57,-1,41
Dichtheitsprüfung Fehler Lunker mbarmin vs max Kernschale Verschleiß ¦ Chargenanalyse C Si Wärmenachbehandlung eingeleitet,4,4,4,73,63,47,6,4,6,0,15,0,1,-1,1,-1,1,-1
Sandfeuchte Kaltlauf außerhalb Toleranz Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Kernbruch ¦ Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Legierungsabweichung Si HandlingSchaden vs Soll Kaltlauf Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,71,2,55,2,35
Spektralanalyse zeigt SiMangel Charge,1,12,12,3,1,0,9,3,9,3,9,17,10,11,9,7,7,2
Maßabweichung Sandbindermangel HandlingSchadenmm vs Sandausbruch±Kernschale Verschleißmm nicht konform,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Kaltlauf an Getriebegehäuse Charge Prüfbericht,8,8,8,64,54,41,0,6,11,6,11,16,22,86,16,70,-1,52
Formversatz an Getriebegehäuse Charge,8,8,8,67,56,39,0,6,14,6,14,16,25,83,18,63,15,45
Kokillenriss an Zylinderkopf Charge Normabweichung Schleifnacharbeit notwendig,8,8,8,62,52,38,0,5,11,5,11,5,34,99,25,66,19,48
Qualitätsabweichung HandlingSchaden Kaltlauf Raueit Ra nicht konform Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,-1,63,13,48,11,33
Sandfeuchte Kaltlauf außerhalb Toleranz Gießparameter optimiert,9,9,0,0,0,-1,4,7,4,7,4,7,16,61,-1,46,-1,31
Qualitätsabweichung Kernschale Verschleiß Sandausbruch Raueit Ra,3,3,17,45,39,25,2,7,2,7,18,7,-1,62,-1,47,32,31
Sandfeuchte Kaltlauf außerhalb Toleranz,0,0,0,16,12,-1,2,2,0,14,18,14,55,36,37,31,27,18
Sandfeuchte HandlingSchaden außerhalb Toleranz Gießparameter optimiert,9,9,0,0,0,-1,4,7,4,7,4,7,17,61,14,46,12,31
Härteprüfung HandlingSchaden Sandbindermangel vs HandlingSchaden teilkonform Wärmenachbehandlung eingeleitet,2,2,2,4,4,3,1,0,1,10,1,10,0,78,0,-1,0,38
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,5,5,5,6,3,2,9,2,9,14,9,14,11,43,9,35,7,18
Legierungsabweichung Ti HandlingSchaden vs Soll Lunker Chargenanalyse C Si,4,4,4,58,50,35,6,1,6,1,6,1,-1,71,-1,55,-1,35
Härteprüfung Sandbindermangel Kernschale Verschleiß vs Sandbindermangel,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Kernbruch Ursache Kernschale Verschleiß teilkonform Nacharbeit gemäß,3,3,17,-1,-1,-1,5,9,10,9,10,9,52,-1,35,25,29,17
Maßabweichung Lunker Lunkermm vs Sandausbruch±Kernschale Verschleißmm Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,110,0,39,0,27
Qualitätsabweichung Sandausbruch Kernschale Verschleiß Dickenmaß,7,7,7,55,47,32,7,9,7,9,7,9,-1,56,-1,37,-1,25
Sandausbruch an Getriebegehäuse Charge,8,8,8,64,54,41,0,6,11,6,11,16,22,86,16,70,-1,52
Maßabweichung Sandausbruch Kaltlaufmm vs Kaltlauf±Lunkermm,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Schmelzofen Holding Furnace TempAbweichung °C ¦ Normabweichung,6,6,18,77,66,48,0,6,14,6,0,6,-1,40,-1,30,-1,21
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Röntgenprüfung zeigt Gasporosität in Zone Sandausbruch Chargenanalyse C Si,4,4,4,-1,-1,-1,6,5,6,2,15,2,1,46,1,32,1,22
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Formversatz an Getriebegehäuse ¦ Charge Gießparameter optimiert,8,8,8,67,56,39,0,6,14,6,14,16,-1,83,-1,63,-1,45
Kernbruch Ursache Kernschale Verschleiß Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Lunker an Getriebegehäuse Charge Nacharbeit gemäß,8,8,8,63,53,40,0,6,11,6,11,16,33,93,25,69,19,51
Röntgenprüfung zeigt Kaltlauf in Zone Lunker Verdacht Legierungsdrift,1,10,15,42,25,19,7,4,8,4,8,7,-1,22,-1,16,-1,8
Kernbruch ¦ Ursache Kernschale Verschleiß,3,3,17,88,76,55,5,1,10,1,5,1,-1,74,-1,58,-1,42
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Lunker,1,1,1,13,5,4,5,2,2,14,2,14,60,108,39,77,31,56
Bearbeitungsfehler Kaltlauf Kernschale Verschleiß Teil,1,1,16,82,71,50,8,1,13,1,5,1,-1,73,-1,57,-1,41
Kernbruch Ursache Sandbindermangel Normabweichung Kernreparatur läuft,5,5,16,90,72,51,5,5,2,5,19,15,-1,116,39,76,31,55
Maßabweichung HandlingSchaden Sandbindermangelmm vs Lunker±Kaltlaufmm Verdacht Legierungsdrift Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,15,64,12,49,10,34
Qualitätsabweichung HandlingSchaden Lunker Dickenmaß Wärmenachbehandlung eingeleitet,7,7,7,54,46,31,7,9,7,9,7,9,-1,54,-1,36,-1,24
Maßabweichung Lunker Sandausbruchmm vs Sandausbruch±Sandausbruchmm Wärmenachbehandlung eingeleitet,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Ausschuss Funktionstest an Radträger Ursache Kaltlauf,3,3,3,87,75,54,2,5,0,5,0,5,41,96,29,73,23,50
Maßabweichung Kernschale Verschleiß Kernschale Verschleißmm vs Sandausbruch±Sandbindermangelmm,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Formdruckabweichung HandlingSchaden vs Sandausbruch Form Verdacht Sandfeuchteabweichung,5,11,11,-1,-1,12,7,5,7,13,7,13,-1,111,-1,-1,-1,49
Bearbeitungsfehler Lunker Kaltlauf Teil Kernreparatur läuft,1,1,16,82,71,50,0,1,10,1,5,1,31,73,23,57,18,41
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Kernschale Verschleiß,3,3,17,89,77,56,5,4,2,4,2,4,-1,24,-1,18,-1,10
Bearbeitungsfehler Kernschale Verschleiß Sandausbruch Teil Normabweichung,5,5,16,85,73,52,5,9,10,9,5,9,-1,60,-1,25,-1,17
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht Schleifnacharbeit notwendig,6,6,6,71,60,43,5,0,2,0,10,0,-1,91,-1,68,-1,44
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kaltlauf Schleifnacharbeit notwendig,1,1,1,8,5,4,5,6,5,1,10,16,-1,65,-1,-1,-1,-1
Sandfeuchte Kaltlauf außerhalb Toleranz,0,0,0,16,12,-1,2,2,0,14,18,14,55,36,37,31,27,18
Schmelzofen Schmelzofen TempAbweichung °C Nacharbeit gemäß,6,6,6,-1,61,44,9,8,9,8,17,8,46,0,31,1,25,0
Bearbeitungsfehler Sandbindermangel Sandausbruch ¦ Teil ¦ Normabweichung,5,5,16,85,73,52,5,9,5,9,5,9,-1,60,-1,25,-1,17
Lunker an Zylinderkopf Charge Gießparameter optimiert,8,8,8,62,52,38,0,5,14,5,14,5,-1,89,-1,66,-1,48
Sandausbruch an Radträger Charge Normabweichung,8,8,8,63,53,40,0,6,11,6,11,16,-1,94,-1,69,-1,51
Bearbeitungsfehler Sandausbruch Sandausbruch Teil nicht konform Kernreparatur läuft,5,5,16,-1,72,51,2,5,10,5,0,15,-1,101,-1,75,-1,54
Oberflächenrauheit Kaltlauf außerhalb Spezifikation konform,1,10,10,18,14,10,2,3,2,3,18,3,63,12,42,10,32,4
Qualitätsabweichung HandlingSchaden Kaltlauf Raueit Ra Wärmenachbehandlung eingeleitet,7,14,14,44,38,25,5,6,2,12,2,16,-1,16,-1,14,32,6
Sandfeuchte Lunker außerhalb Toleranz Wärmenachbehandlung eingeleitet,0,0,0,27,23,18,2,9,0,9,0,9,50,35,33,28,26,19
Bearbeitungsfehler Lunker Kernschale Verschleiß Teil Kernreparatur läuft,1,1,16,82,71,50,5,1,10,1,5,1,-1,73,-1,57,-1,41
Kernbruch Ursache Sandbindermangel Chargenanalyse Mg Ti Gießparameter optimiert,8,8,8,66,55,39,0,2,11,2,15,2,1,48,1,38,1,-1
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Sandausbruch,5,5,5,32,29,7,2,1,2,13,18,13,65,84,43,65,32,47
Röntgenprüfung zeigt Gasporosität in Zone Lunker,8,8,15,47,40,27,2,6,0,6,0,6,41,17,29,15,23,7
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch teilkonform,5,5,5,14,10,7,9,5,9,5,17,5,-1,95,31,72,25,50
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Kaltlauf Prüfbericht,1,1,1,9,7,6,5,7,10,7,5,19,31,29,23,19,18,12
Härteprüfung Lunker Kernschale Verschleiß vs Kaltlauf Normabweichung Nacharbeit gemäß,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Formdruckabweichung HandlingSchaden vs Kernschale Verschleiß Form Nacharbeit gemäß,1,11,11,25,21,16,5,9,5,9,19,18,-1,107,-1,74,-1,53
Schmelzofen Holding Furnace TempAbweichung °C Schleifnacharbeit notwendig,6,6,18,77,66,48,0,6,14,6,0,6,-1,40,26,30,20,21
Legierungsabweichung Si HandlingSchaden vs Soll Sandausbruch Chargenanalyse C Si,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Sandfeuchte Lunker außerhalb Toleranz Verdacht Sandfeuchteabweichung,0,0,0,27,23,18,2,9,0,9,18,9,-1,35,33,28,26,19
Formdruckabweichung Sandausbruch vs Sandbindermangel Form,5,11,11,38,34,12,7,5,7,13,7,13,-1,119,-1,84,-1,49
Röntgenprüfung zeigt Kaltlauf in Zone Lunker Wärmenachbehandlung eingeleitet,1,10,15,42,25,19,5,4,5,4,19,7,58,22,40,16,33,8
Härteprüfung HandlingSchaden Kaltlauf vs Lunker nicht konform Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Kaltlauf Kernreparatur läuft,5,5,5,32,29,7,2,1,2,13,18,13,-1,84,-1,65,-1,47
Röntgenprüfung zeigt Kaltlauf in Zone Sandausbruch ¦ Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,46,1,32,1,22
Qualitätsabweichung HandlingSchaden Sandbindermangel Porosität Prüfbericht,7,7,7,49,41,28,9,9,2,9,17,18,46,103,31,79,25,58
Formdruckabweichung Kernschale Verschleiß vs Lunker Form Schleifnacharbeit notwendig,1,11,11,25,21,16,5,9,10,9,10,18,51,107,34,74,28,53
Kernbruch Ursache Sandbindermangel Nacharbeit gemäß,5,5,16,-1,-1,-1,9,9,9,9,17,9,37,59,28,25,22,17
Lunker an Radträger Charge Verdacht Sandfeuchteabweichung Kernreparatur läuft,8,8,8,63,53,40,0,6,11,6,11,16,34,93,25,69,19,51
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Spektralanalyse zeigt TiMangel Charge Gießparameter optimiert,9,9,8,48,-1,-1,4,2,4,14,4,14,17,68,14,45,12,32
Ausschuss Oberflächenfehler an Getriebegehäuse Ursache Legierungsabweichung Si konform,3,3,17,28,24,-1,5,5,10,5,10,5,-1,90,-1,71,-1,50
Oberflächenrauheit Lunker außerhalb Spezifikation Verdacht Sandfeuchteabweichung,0,5,17,15,11,9,2,5,0,13,18,13,49,75,33,59,26,-1
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Lunker Nacharbeit gemäß,5,5,5,-1,-1,7,9,1,2,13,2,13,-1,84,-1,65,-1,47
Qualitätsabweichung HandlingSchaden Lunker Porosität Verdacht Legierungsdrift Wärmenachbehandlung eingeleitet,7,7,7,54,46,31,7,9,5,9,19,9,-1,55,-1,36,-1,24
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Verdacht Sandfeuchteabweichung Kernreparatur läuft,0,10,17,15,11,9,2,5,0,13,18,13,-1,75,-1,59,-1,-1
Lunker an Zylinderkopf Charge,8,8,8,62,52,38,0,5,14,5,14,5,36,89,27,66,21,48
Röntgenprüfung zeigt Gasporosität in Zone Kaltlauf,8,8,15,47,40,27,2,6,0,6,0,6,41,17,29,15,23,7
Röntgenprüfung zeigt Gasporosität in Zone HandlingSchaden Verdacht Formüberhitzung Wärmenachbehandlung eingeleitet,8,8,15,47,40,27,2,6,0,6,0,6,41,17,29,15,23,7
Formdruckabweichung Sandausbruch vs Sandbindermangel Form Schleifnacharbeit notwendig,5,11,11,38,34,12,7,5,7,13,7,13,13,119,10,84,8,49
Spektralanalyse zeigt CuMangel ¦ Charge ¦ Chargenanalyse Mg Ti,1,12,12,36,32,21,0,2,14,14,14,14,36,42,27,34,21,18
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation,1,14,14,1,2,1,9,5,2,5,2,15,56,112,38,82,30,60
Schmelzofen Holding Furnace TempAbweichung °C,6,6,19,78,67,49,9,4,12,4,12,4,24,21,17,17,14,9
Lunker an Getriebegehäuse ¦ Charge ¦ Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Kokillenriss an Getriebegehäuse Charge,8,8,8,64,54,41,0,6,11,6,11,16,-1,86,-1,70,-1,52
Schmelzofen Schmelzofen TempAbweichung °C Schleifnacharbeit notwendig,6,6,6,71,60,43,5,0,10,0,10,0,52,91,35,68,29,44
Qualitätsabweichung Lunker Sandausbruch Porosität Schleifnacharbeit notwendig,7,7,7,49,41,28,2,9,0,9,18,18,-1,103,-1,79,-1,58
Schmelzofen Holding Furnace TempAbweichung °C,6,6,19,78,67,49,9,4,12,4,12,4,24,21,17,17,14,9
Härteprüfung Lunker HandlingSchaden vs Sandbindermangel Prüfbericht Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,-1,64,-1,49,-1,34
Qualitätsabweichung HandlingSchaden Sandbindermangel Dickenmaß Normabweichung,7,7,7,54,46,31,7,9,7,9,7,9,-1,54,-1,36,-1,24
Ausschuss Funktionstest an Zylinderkopf Ursache HandlingSchaden,3,3,17,89,77,56,9,4,2,4,12,4,-1,24,-1,18,-1,10
Härteprüfung Lunker Kernschale Verschleiß vs Kaltlauf,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Bearbeitungsfehler Sandausbruch HandlingSchaden Teil Kernreparatur läuft,7,14,14,74,65,45,5,5,2,5,2,5,60,69,39,52,31,-1
Maßabweichung HandlingSchaden Sandbindermangelmm vs Sandbindermangel±HandlingSchadenmm,2,2,2,4,4,3,1,0,1,10,1,10,0,127,0,39,0,27
Kernbruch Ursache HandlingSchaden,3,3,3,92,78,57,9,4,2,4,17,4,43,28,30,23,24,11
Ausschuss Materialfehler an Getriebegehäuse Ursache Kernschale Verschleiß Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,17,63,14,48,12,33
Schmelzofen Holding Furnace TempAbweichung °C Verdacht Legierungsdrift Schleifnacharbeit notwendig,6,6,18,77,66,48,5,6,10,6,10,6,-1,40,-1,30,-1,21
Schmelzofen Holding Furnace TempAbweichung °C Normabweichung,6,6,18,77,66,48,0,6,14,6,0,6,39,40,26,30,20,21
Oberflächenrauheit Lunker außerhalb Spezifikation,1,1,1,11,9,8,2,6,0,6,18,6,49,38,33,29,26,20
Bearbeitungsfehler Lunker Kaltlauf Teil teilkonform,1,1,16,-1,-1,-1,0,1,10,1,10,1,-1,73,-1,57,-1,41
Schmelzofen Holding Furnace TempAbweichung °C Prüfbericht,6,6,19,78,67,49,2,4,12,4,12,4,-1,21,-1,17,-1,9
Formdruckabweichung HandlingSchaden vs Kernschale Verschleiß Form,1,11,11,25,21,16,5,9,5,9,19,18,40,107,-1,74,-1,53
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,46,1,32,1,22
Härteprüfung Sandbindermangel Sandbindermangel vs Lunker konform,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz ¦ Normabweichung,0,0,0,40,36,23,0,0,14,0,0,0,39,50,26,41,20,29
Qualitätsabweichung Sandbindermangel Kernschale Verschleiß Dickenmaß Normabweichung Gießparameter optimiert,9,9,9,79,68,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Legierungsabweichung Cu Sandbindermangel vs Soll HandlingSchaden Verdacht Legierungsdrift Gießparameter optimiert,9,9,9,19,15,-1,2,1,0,1,0,1,50,66,33,51,26,-1
Maßabweichung Sandausbruch Kaltlaufmm vs Sandausbruch±Lunkermm Wärmenachbehandlung eingeleitet,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Röntgenprüfung zeigt Formversatz in Zone Sandausbruch Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,71,2,55,2,35
Bearbeitungsfehler HandlingSchaden Kernschale Verschleiß Teil,7,14,14,76,64,45,5,0,5,10,19,10,-1,81,-1,61,-1,40
Spektralanalyse zeigt CuMangel Charge Nacharbeit gemäß,1,12,12,20,16,13,5,2,2,9,2,18,-1,104,-1,80,-1,59
Legierungsabweichung Cu Sandausbruch vs Soll Kaltlauf Verdacht Formüberhitzung,4,13,13,57,48,33,8,9,13,9,13,9,5,102,5,78,4,57
Qualitätsabweichung Sandausbruch Kernschale Verschleiß Porosität,7,7,7,49,41,28,2,9,2,9,2,18,-1,103,-1,79,-1,58
Härteprüfung Sandausbruch Kernschale Verschleiß vs Kaltlauf,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Sandfeuchte Sandbindermangel außerhalb Toleranz,0,0,0,33,30,-1,9,5,12,2,12,2,9,6,-1,5,-1,-1
Sandfeuchte Lunker außerhalb Toleranz Chargenanalyse Mg Ti Gießparameter optimiert,8,4,4,66,55,39,6,2,6,2,15,2,1,48,1,38,1,-1
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Formdruckabweichung HandlingSchaden vs HandlingSchaden Form Gießparameter optimiert,9,9,9,34,31,20,4,3,12,3,12,3,26,26,19,21,16,15
Spektralanalyse zeigt MgMangel Charge Verdacht Legierungsdrift Wärmenachbehandlung eingeleitet,1,12,12,30,27,15,5,1,10,13,10,1,53,51,35,42,29,26
Bearbeitungsfehler Sandausbruch Sandausbruch Teil,5,5,16,91,72,51,2,5,2,5,18,15,65,101,43,75,32,54
Legierungsabweichung Mg Lunker vs Soll HandlingSchaden,4,13,13,69,58,37,3,9,13,9,13,18,3,121,3,86,-1,62
Maßabweichung Sandausbruch Sandausbruchmm vs Kaltlauf±HandlingSchadenmm Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Qualitätsabweichung Sandbindermangel Sandausbruch Dickenmaß,7,7,7,55,47,32,7,9,7,9,17,9,-1,56,-1,37,-1,25
Schmelzofen Holding Furnace TempAbweichung °C Nacharbeit gemäß,6,6,19,-1,-1,-1,2,6,0,6,16,6,30,40,-1,30,-1,21
Schmelzofen Holding Furnace TempAbweichung °C Chargenanalyse C Si Kernreparatur läuft,6,6,18,-1,-1,-1,0,6,14,6,14,6,-1,40,27,30,21,21
Lunker an Radträger Charge Wärmenachbehandlung eingeleitet,8,8,8,63,53,40,0,6,11,6,11,16,33,93,25,69,19,51
Schmelzofen Holding Furnace TempAbweichung °C Prüfbericht,6,6,19,78,67,49,2,4,12,4,12,4,-1,21,-1,17,-1,9
Härteprüfung HandlingSchaden Sandbindermangel vs Kernschale Verschleiß Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,123,0,88,0,38
Formdruckabweichung Lunker vs Kernschale Verschleiß Form Schleifnacharbeit notwendig,1,11,11,25,21,16,5,9,10,9,10,18,51,107,34,74,28,53
Kaltlauf an Zylinderkopf ¦ Charge ¦ Prüfbericht,8,8,8,62,52,38,0,5,14,5,14,5,36,89,27,66,21,48
Qualitätsabweichung Sandbindermangel Kaltlauf Raueit Ra Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Kernbruch Ursache HandlingSchaden,3,3,3,92,78,57,9,4,2,4,17,4,43,28,30,23,24,11
Maßabweichung Sandausbruch HandlingSchadenmm vs Sandbindermangel±Kaltlaufmm Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,129,0,39,0,27
Maßabweichung Sandausbruch Sandbindermangelmm vs Lunker±HandlingSchadenmm Prüfbericht Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Maßabweichung Kaltlauf Kernschale Verschleißmm vs Sandausbruch±Sandbindermangelmm,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Legierungsabweichung Cu Kernschale Verschleiß vs Soll Lunker Verdacht Legierungsdrift Wärmenachbehandlung eingeleitet,4,13,13,57,48,33,3,9,13,9,13,9,5,102,5,78,4,57
Schmelzofen Schmelzofen TempAbweichung °C nicht konform,6,6,6,-1,-1,-1,9,8,9,8,17,8,-1,0,31,1,25,0
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max HandlingSchaden,1,1,1,8,5,4,5,6,5,1,19,16,-1,65,-1,-1,-1,-1
Härteprüfung Lunker HandlingSchaden vs Lunker Verdacht Sandfeuchteabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,-1,0,38
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation ¦ Normabweichung Nacharbeit gemäß,1,10,10,17,13,10,2,3,0,3,0,17,-1,7,-1,6,-1,2
Maßabweichung HandlingSchaden Sandausbruchmm vs Lunker±Kernschale Verschleißmm Prüfbericht Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,84,61,44,9,8,9,8,17,8,20,4,15,0,13,0
Maßabweichung Kaltlauf Kaltlaufmm vs Lunker±Kaltlaufmm Verdacht Sandfeuchteabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Röntgenprüfung zeigt Formversatz in Zone Kernschale Verschleiß Kernreparatur läuft,9,11,15,53,45,29,2,4,0,0,0,0,50,118,33,60,26,43
Röntgenprüfung zeigt Sandausbruch in Zone Kaltlauf Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,4,4,4,58,50,35,6,1,6,1,6,1,2,-1,2,50,2,36
