text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Formdruckabweichung Kernschale Verschleiß vs HandlingSchaden Form Wärmenachbehandlung eingeleitet,0,0,8,7,-1,-1,0,5,12,5,10,5,1,22,1,17,1,15
Kernbruch Ursache Kernschale Verschleiß,2,2,17,11,9,9,3,4,3,4,3,16,3,4,3,4,4,3
Sandfeuchte Kaltlauf außerhalb Toleranz,7,11,11,15,11,11,7,8,1,11,1,11,12,3,7,3,2,4
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Sandbindermangel Verdacht Legierungsdrift,1,13,13,-1,1,1,9,3,9,3,12,3,1,2,1,2,1,2
Härteprüfung Kaltlauf Sandbindermangel vs Lunker Chargenanalyse Mg Ti,8,3,14,6,5,5,4,8,4,8,9,8,1,19,1,16,1,14
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Normabweichung,7,7,7,14,10,10,1,6,8,6,11,6,14,9,9,10,2,8
Kernbruch Ursache Sandbindermangel,2,2,17,11,9,9,3,4,3,4,3,18,-1,7,-1,9,-1,3
Kernbruch Ursache Sandbindermangel Prüfbericht Wärmenachbehandlung eingeleitet,2,10,17,-1,-1,-1,8,4,13,4,13,18,-1,7,-1,9,-1,3
Röntgenprüfung zeigt Kaltlauf in Zone Sandbindermangel Nacharbeit gemäß,4,4,4,4,3,3,2,9,11,10,17,10,14,5,9,5,2,5
Kernbruch Ursache Kernschale Verschleiß,2,2,17,11,9,9,3,4,3,4,3,16,3,4,3,4,4,3
Dichtheitsprüfung Fehler Lunker mbarmin vs max HandlingSchaden,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Spektralanalyse zeigt SiMangel Charge Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,6,9,0,10,0,6,0,6
Kernbruch Ursache HandlingSchaden,2,10,17,13,8,8,3,4,3,4,3,18,2,6,3,8,4,3
Ausschuss Materialfehler an Radträger Ursache Lunker,2,10,10,-1,-1,-1,8,4,13,4,13,4,5,7,2,9,3,3
Maßabweichung Sandausbruch Sandbindermangelmm vs Kaltlauf±Sandbindermangelmm Verdacht Sandfeuchteabweichung Wärmenachbehandlung eingeleitet,8,12,8,-1,-1,-1,9,5,12,5,12,5,1,22,1,17,1,15
Röntgenprüfung zeigt Kaltlauf in Zone Sandausbruch,4,4,4,4,3,3,5,9,11,10,5,10,13,5,8,5,2,5
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Prüfbericht,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Formversatz an Getriebegehäuse Charge,0,0,15,-1,-1,-1,1,1,8,1,1,1,12,14,7,7,2,7
Maßabweichung Kaltlauf HandlingSchadenmm vs Sandbindermangel±Sandbindermangelmm Gießparameter optimiert,8,12,12,10,7,7,4,5,9,5,9,15,1,-1,1,17,1,15
Kernbruch Ursache Sandbindermangel Nacharbeit gemäß,2,2,17,13,8,8,3,4,3,4,3,4,4,7,2,9,3,3
Härteprüfung Sandbindermangel Sandbindermangel vs Lunker konform,8,14,14,6,5,5,0,8,0,8,18,8,1,19,1,16,1,14
Härteprüfung Kernschale Verschleiß Lunker vs Kernschale Verschleiß Prüfbericht,8,14,14,6,5,5,0,8,10,8,10,8,1,19,1,16,1,14
Kokillenriss an Radträger Charge Prüfbericht Wärmenachbehandlung eingeleitet,2,2,15,-1,-1,-1,5,1,5,1,15,1,9,15,5,7,2,7
Härteprüfung HandlingSchaden Kaltlauf vs HandlingSchaden Prüfbericht,8,14,14,-1,-1,-1,0,8,12,8,10,8,1,19,1,16,1,14
Maßabweichung Kernschale Verschleiß Sandbindermangelmm vs Lunker±Kernschale Verschleißmm konform,8,12,12,10,7,7,0,5,0,5,18,15,1,24,1,17,1,15
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandausbruch Gießparameter optimiert,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Ausschuss Maßhaltigkeit an Radträger Ursache Sandbindermangel Nacharbeit gemäß,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
Röntgenprüfung zeigt Sandausbruch in Zone HandlingSchaden Wärmenachbehandlung eingeleitet,4,4,4,4,3,3,2,9,5,10,5,10,13,5,8,5,2,5
Kernbruch Ursache Sandbindermangel teilkonform Gießparameter optimiert,2,2,17,-1,-1,-1,7,4,1,4,1,18,-1,-1,-1,-1,2,3
Schmelzofen Schmelzofen TempAbweichung °C Wärmenachbehandlung eingeleitet,5,5,5,1,2,2,5,2,5,12,15,12,-1,0,-1,0,2,0
Kernbruch Ursache Kernschale Verschleiß Normabweichung,2,2,17,11,9,9,3,4,3,4,3,16,4,4,2,4,3,3
Kernbruch Ursache Kernschale Verschleiß Kernreparatur läuft,2,2,17,11,9,9,3,4,3,4,3,16,2,4,3,4,4,3
Oberflächenrauheit Lunker außerhalb Spezifikation ¦ Normabweichung,7,7,7,-1,-1,-1,1,6,8,6,8,6,14,9,9,10,2,8
Dichtheitsprüfung Fehler Lunker mbarmin vs max HandlingSchaden Kernreparatur läuft,1,13,13,3,1,1,4,3,9,3,9,3,1,2,1,2,1,2
Härteprüfung Lunker Kernschale Verschleiß vs Sandbindermangel Prüfbericht Schleifnacharbeit notwendig,8,14,14,6,5,5,0,5,12,8,10,8,1,19,1,16,1,14
Formdruckabweichung Sandbindermangel vs Kaltlauf Form Verdacht Sandfeuchteabweichung,0,0,16,5,4,4,0,0,10,0,10,0,1,11,1,12,1,10
Röntgenprüfung zeigt Lunker in Zone Kernschale Verschleiß konform,4,4,4,4,3,3,2,9,11,10,17,10,-1,5,-1,5,-1,5
Spektralanalyse zeigt SiMangel Charge nicht konform,9,9,9,12,8,8,6,9,2,9,2,17,-1,13,-1,6,2,6
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Prüfbericht Schleifnacharbeit notwendig,7,7,7,14,10,10,5,6,8,6,11,6,14,9,9,10,2,8
Ausschuss Funktionstest an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Verdacht Sandfeuchteabweichung,2,10,10,-1,-1,-1,8,4,13,4,13,4,5,7,2,9,3,3
Härteprüfung Sandbindermangel Kaltlauf vs Kernschale Verschleiß Normabweichung,8,14,14,-1,-1,-1,0,8,10,8,16,8,1,19,1,16,1,14
Röntgenprüfung zeigt Kokillenriss in Zone Lunker Gießparameter optimiert,4,4,4,4,3,3,2,9,2,10,2,10,-1,5,-1,5,-1,5
Bearbeitungsfehler Kernschale Verschleiß Kernschale Verschleiß Teil teilkonform Wärmenachbehandlung eingeleitet,7,8,8,-1,-1,-1,1,7,7,13,1,13,-1,21,-1,11,2,9
Kaltlauf an Radträger ¦ Charge,2,2,15,-1,-1,-1,1,1,8,1,8,1,14,15,9,7,2,7
Sandausbruch an Radträger Charge,2,2,15,-1,-1,-1,8,1,8,1,8,1,14,15,9,7,2,7
Spektralanalyse zeigt TiMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Härteprüfung Lunker Sandausbruch vs Kernschale Verschleiß,8,14,14,6,5,5,0,8,10,8,16,8,-1,19,-1,16,-1,14
Röntgenprüfung zeigt Kaltlauf in Zone HandlingSchaden Wärmenachbehandlung eingeleitet,4,4,4,4,3,3,2,9,2,10,5,10,13,5,8,5,2,5
Spektralanalyse zeigt SiMangel Charge Prüfbericht,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Formdruckabweichung Kernschale Verschleiß vs Kaltlauf Form Chargenanalyse C Si,3,1,1,-1,-1,-1,9,0,12,0,12,0,1,11,1,12,1,10
Formdruckabweichung Sandausbruch vs Lunker Form Verdacht Legierungsdrift,0,0,6,5,4,4,0,0,10,0,10,0,1,11,1,12,1,10
Röntgenprüfung zeigt Kokillenriss in Zone Sandbindermangel Prüfbericht Schleifnacharbeit notwendig,4,4,4,4,3,3,2,9,2,10,5,10,13,5,8,5,2,5
Härteprüfung Sandausbruch Lunker vs Kaltlauf Gießparameter optimiert,8,14,14,-1,-1,-1,9,8,0,8,0,8,1,19,1,16,1,14
Qualitätsabweichung Sandausbruch Kernschale Verschleiß Raueit Ra Verdacht Legierungsdrift,0,2,2,8,-1,-1,7,7,1,7,19,7,-1,17,-1,14,2,12
Härteprüfung Sandbindermangel Lunker vs Sandausbruch,8,14,14,6,5,5,0,8,0,8,18,8,1,19,1,16,1,14
Härteprüfung Lunker Sandausbruch vs Kernschale Verschleiß,8,14,14,6,5,5,0,8,10,8,16,8,-1,19,-1,16,-1,14
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Lunker nicht konform Schleifnacharbeit notwendig,1,13,13,3,1,1,9,3,9,3,12,3,1,2,1,2,1,2
Oberflächenrauheit Lunker außerhalb Spezifikation,7,7,7,14,10,10,5,6,8,6,8,6,14,9,9,10,2,8
Ausschuss Materialfehler an Getriebegehäuse Ursache Kernschale Verschleiß,2,10,10,-1,-1,-1,3,4,3,4,3,16,4,-1,2,-1,3,3
Maßabweichung Kernschale Verschleiß Sandausbruchmm vs Sandausbruch±HandlingSchadenmm Normabweichung Kernreparatur läuft,8,12,12,-1,-1,-1,0,5,10,5,16,15,1,-1,1,17,1,15
Maßabweichung Kaltlauf Sandausbruchmm vs Lunker±Kernschale Verschleißmm,8,12,12,10,7,7,0,5,0,5,18,15,-1,24,-1,17,-1,15
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch nicht konform Schleifnacharbeit notwendig,1,13,13,3,1,1,9,3,9,3,12,3,1,2,1,2,1,2
Formdruckabweichung Kaltlauf vs Sandausbruch Form Prüfbericht Schleifnacharbeit notwendig,0,0,16,-1,-1,-1,7,0,7,0,10,0,1,11,1,12,1,10
Kernbruch Ursache HandlingSchaden Gießparameter optimiert,2,10,17,13,8,8,3,4,13,4,13,18,-1,6,-1,8,-1,3
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz,7,11,11,15,11,11,7,8,1,11,19,11,-1,3,-1,3,2,4
Ausschuss Materialfehler an Radträger Ursache Legierungsabweichung Si Verdacht Sandfeuchteabweichung,2,10,10,-1,-1,-1,8,4,13,4,13,4,5,7,2,9,3,3
Spektralanalyse zeigt MgMangel Charge Chargenanalyse C Si Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,6,9,0,10,0,6,0,6
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max HandlingSchaden,1,13,13,3,1,1,9,3,9,3,9,3,1,2,1,2,1,2
Härteprüfung Kernschale Verschleiß Kaltlauf vs Sandbindermangel Gießparameter optimiert,8,14,14,-1,-1,-1,9,8,0,8,0,8,1,19,1,16,1,14
Kernbruch Ursache Kernschale Verschleiß,2,2,17,11,9,9,3,4,3,4,3,16,3,4,3,4,4,3
Qualitätsabweichung Sandausbruch Kernschale Verschleiß Porosität,0,2,0,-1,-1,-1,7,7,1,7,19,7,-1,18,-1,15,2,13
Oberflächenrauheit Lunker außerhalb Spezifikation Chargenanalyse C Si,3,1,7,-1,-1,-1,2,7,5,13,5,13,13,20,8,11,2,9
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Schleifnacharbeit notwendig,7,11,11,15,11,11,7,8,1,11,19,11,-1,3,-1,3,2,4
Röntgenprüfung zeigt Gasporosität in Zone Sandbindermangel Verdacht Sandfeuchteabweichung,4,4,4,4,3,3,2,9,2,10,5,10,-1,5,-1,5,2,5
Maßabweichung HandlingSchaden Kaltlaufmm vs Sandausbruch±Kernschale Verschleißmm Prüfbericht,8,12,12,10,7,7,0,5,10,5,0,15,1,24,1,17,1,15
Röntgenprüfung zeigt Formversatz in Zone Lunker teilkonform,4,4,4,4,3,3,2,9,2,10,17,10,13,5,8,5,2,5
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max HandlingSchaden Chargenanalyse Mg Ti,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Legierungsabweichung Mg Lunker vs Soll HandlingSchaden,6,6,19,9,6,6,4,5,9,14,9,14,1,16,1,13,1,11
Kaltlauf an Zylinderkopf Charge,4,4,15,0,0,0,2,1,11,1,17,19,14,8,9,7,2,7
Qualitätsabweichung Kernschale Verschleiß Kaltlauf Dickenmaß nicht konform,0,14,0,-1,-1,-1,7,7,10,7,10,7,-1,18,-1,15,-1,13
Formdruckabweichung Sandbindermangel vs HandlingSchaden Form konform,0,0,16,5,4,4,0,0,0,0,0,0,1,11,1,12,1,10
Sandfeuchte Sandbindermangel außerhalb Toleranz Schleifnacharbeit notwendig,7,11,11,15,11,11,1,8,7,11,1,11,12,3,7,3,2,4
Härteprüfung Lunker Kaltlauf vs Sandausbruch Normabweichung,8,14,14,-1,-1,-1,0,8,10,8,0,8,1,19,1,16,1,14
Qualitätsabweichung Kernschale Verschleiß HandlingSchaden Dickenmaß Normabweichung Wärmenachbehandlung eingeleitet,0,2,8,-1,-1,-1,1,7,7,7,7,7,12,18,7,15,2,13
Legierungsabweichung Cu Sandausbruch vs Soll Sandbindermangel Verdacht Formüberhitzung Nacharbeit gemäß,6,6,6,-1,-1,-1,7,5,7,14,10,14,1,16,1,13,1,11
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation ¦ Normabweichung Nacharbeit gemäß,7,7,7,-1,-1,-1,8,6,8,6,1,6,-1,9,-1,10,-1,8
Spektralanalyse zeigt MgMangel Charge,9,9,9,12,8,8,6,9,6,9,6,9,0,13,0,6,0,6
Sandfeuchte Lunker außerhalb Toleranz konform Schleifnacharbeit notwendig,7,11,11,15,11,11,7,8,7,11,7,11,12,3,7,3,2,4
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Kernschale Verschleiß,1,13,13,3,1,1,9,3,9,3,9,3,1,2,1,2,1,2
Ausschuss Oberflächenfehler an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Prüfbericht Schleifnacharbeit notwendig,2,10,10,-1,-1,-1,8,4,14,4,14,4,-1,7,-1,9,-1,3
Spektralanalyse zeigt TiMangel Charge Verdacht Legierungsdrift,9,9,6,-1,-1,-1,2,9,2,9,2,9,-1,-1,-1,6,2,6
Spektralanalyse zeigt TiMangel Charge Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,6,9,0,10,0,6,0,6
Sandfeuchte Lunker außerhalb Toleranz,7,11,11,15,11,11,7,8,7,11,7,11,12,3,7,3,2,4
Spektralanalyse zeigt TiMangel Charge Prüfbericht,9,9,9,12,8,8,6,9,6,9,6,17,-1,13,-1,6,-1,6
Kernbruch Ursache HandlingSchaden,2,10,17,13,8,8,3,4,3,4,3,18,2,6,3,8,4,3
Legierungsabweichung Si Lunker vs Soll Sandbindermangel Normabweichung,6,6,19,9,6,6,4,5,9,14,9,14,1,16,1,13,1,11
Härteprüfung Lunker HandlingSchaden vs Lunker,8,14,14,6,5,5,9,8,0,8,18,8,1,19,1,16,1,14
Formdruckabweichung Sandbindermangel vs HandlingSchaden Form teilkonform,0,0,16,5,4,4,9,0,0,0,0,0,1,11,1,12,1,10
Schmelzofen Holding Furnace TempAbweichung °C Normabweichung,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Spektralanalyse zeigt MgMangel Charge,9,9,9,12,8,8,6,9,6,9,6,9,0,13,0,6,0,6
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Sandbindermangel,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Legierungsabweichung Ti Kernschale Verschleiß vs Soll Lunker teilkonform,6,6,19,-1,-1,-1,9,5,9,14,0,14,1,16,1,13,1,11
Bearbeitungsfehler Lunker Lunker Teil Normabweichung Wärmenachbehandlung eingeleitet,7,8,8,-1,-1,-1,1,7,11,13,11,13,-1,21,-1,11,2,9
Spektralanalyse zeigt CuMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,12,0,6,0,6
Härteprüfung Kernschale Verschleiß Sandbindermangel vs Lunker teilkonform,8,14,14,-1,-1,-1,0,8,0,8,18,8,1,19,1,16,1,14
Sandfeuchte Sandausbruch außerhalb Toleranz Kernreparatur läuft,7,11,11,-1,-1,-1,7,8,1,11,19,11,-1,3,-1,3,2,4
Schmelzofen Schmelzofen TempAbweichung °C,5,5,5,1,2,2,5,2,5,12,15,12,7,0,-1,0,2,0
Röntgenprüfung zeigt Formversatz in Zone Sandausbruch Kernreparatur läuft,4,4,4,4,3,3,5,9,11,10,11,10,14,5,9,5,2,5
Röntgenprüfung zeigt Gasporosität in Zone Sandausbruch,4,4,4,4,3,3,2,9,5,10,5,10,13,5,8,5,2,5
Maßabweichung Sandbindermangel Sandausbruchmm vs Sandbindermangel±Sandbindermangelmm,8,12,12,10,7,7,9,5,9,5,9,15,1,25,1,17,1,15
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Sandausbruch,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Kernbruch ¦ Ursache Kernschale Verschleiß Schleifnacharbeit notwendig,2,2,17,-1,-1,-1,3,4,3,4,3,16,4,4,2,4,3,3
Ausschuss Maßhaltigkeit an Zylinderkopf ¦ Ursache Sandbindermangel Nacharbeit gemäß,2,10,10,-1,-1,-1,8,4,13,4,13,4,5,7,2,9,3,3
Röntgenprüfung zeigt Formversatz in Zone Kaltlauf Kernreparatur läuft,4,4,4,4,3,3,5,9,11,10,11,10,14,5,9,5,2,5
Sandfeuchte Kaltlauf außerhalb Toleranz,7,11,11,15,11,11,7,8,1,11,1,11,12,3,7,3,2,4
Sandfeuchte Sandbindermangel außerhalb Toleranz,7,11,11,15,11,11,7,8,7,11,7,11,12,3,7,3,2,4
Oberflächenrauheit Sandausbruch außerhalb Spezifikation nicht konform,7,7,7,-1,-1,-1,8,6,13,6,13,6,-1,9,2,10,3,8
Legierungsabweichung Ti Kernschale Verschleiß vs Soll Kernschale Verschleiß,6,6,19,9,6,6,9,5,0,14,0,14,1,16,1,13,1,11
Qualitätsabweichung Sandausbruch Sandausbruch Dickenmaß teilkonform Nacharbeit gemäß,0,2,0,-1,-1,-1,7,7,7,7,7,7,12,17,7,14,2,12
Schmelzofen Schmelzofen TempAbweichung °C,5,5,5,1,2,2,5,2,5,12,15,12,7,0,-1,0,2,0
Maßabweichung Kernschale Verschleiß Kaltlaufmm vs Sandbindermangel±HandlingSchadenmm Normabweichung,8,12,12,10,7,7,9,5,0,5,18,15,1,24,1,17,1,15
Schmelzofen Schmelzofen TempAbweichung °C Normabweichung,5,5,5,1,2,2,5,2,5,12,15,12,7,0,-1,0,2,0
Röntgenprüfung zeigt Kokillenriss in Zone Lunker,4,4,4,4,3,3,2,9,2,10,2,10,-1,5,-1,5,2,5
Schmelzofen Schmelzofen TempAbweichung °C,5,5,5,1,2,2,5,2,5,12,15,12,7,0,-1,0,2,0
Härteprüfung Sandbindermangel Sandausbruch vs HandlingSchaden Verdacht Sandfeuchteabweichung,8,14,6,-1,-1,-1,0,5,10,8,10,8,1,19,1,16,1,14
Bearbeitungsfehler Kaltlauf Lunker Teil Normabweichung Gießparameter optimiert,7,8,18,-1,-1,-1,1,7,7,13,7,13,-1,21,-1,11,-1,9
Kernbruch Ursache HandlingSchaden teilkonform,2,10,17,13,8,8,3,4,3,4,3,18,4,6,2,8,3,3
Härteprüfung HandlingSchaden HandlingSchaden vs HandlingSchaden Nacharbeit gemäß,8,14,14,-1,-1,-1,0,5,10,8,10,8,1,19,1,16,1,14
Gasporosität an Radträger Charge Nacharbeit gemäß,2,2,15,0,0,0,8,1,8,1,8,1,14,15,9,7,2,7
Oberflächenrauheit Lunker außerhalb Spezifikation Verdacht Legierungsdrift Gießparameter optimiert,7,7,6,-1,-1,-1,1,6,11,6,11,6,14,9,9,10,2,8
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandbindermangel Prüfbericht Nacharbeit gemäß,1,13,13,3,1,1,9,3,12,3,12,3,1,2,1,2,1,2
Röntgenprüfung zeigt Kaltlauf in Zone HandlingSchaden Normabweichung,4,4,4,4,3,3,2,9,11,10,17,10,14,5,9,5,2,5
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Kernschale Verschleiß ¦ Normabweichung,1,13,13,3,1,1,4,3,9,3,12,3,1,2,1,2,1,2
Ausschuss Oberflächenfehler an Zylinderkopf Ursache Sandausbruch Nacharbeit gemäß,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
Ausschuss Oberflächenfehler an Radträger Ursache Lunker,2,10,10,-1,-1,-1,8,4,13,4,13,4,6,7,2,9,3,3
Röntgenprüfung zeigt Sandausbruch in Zone Lunker Normabweichung,4,4,4,-1,-1,-1,2,9,11,10,17,10,14,5,9,5,2,5
Spektralanalyse zeigt TiMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Härteprüfung Kernschale Verschleiß Lunker vs HandlingSchaden Wärmenachbehandlung eingeleitet,8,14,8,7,-1,-1,9,5,12,5,10,5,1,22,1,17,1,15
Härteprüfung Sandausbruch Kaltlauf vs Kernschale Verschleiß Chargenanalyse Mg Ti,3,3,14,-1,-1,-1,9,8,12,8,12,8,1,19,1,16,1,14
Ausschuss Maßhaltigkeit an Getriebegehäuse Ursache Sandbindermangel,2,10,10,-1,-1,-1,3,4,13,4,13,4,-1,7,2,9,3,3
Spektralanalyse zeigt CuMangel Charge Kernreparatur läuft,9,9,9,12,8,8,2,9,2,9,2,17,11,13,6,6,2,6
Qualitätsabweichung Sandbindermangel Sandausbruch Dickenmaß Verdacht Sandfeuchteabweichung,0,2,0,-1,-1,-1,7,7,7,7,7,7,12,18,7,15,2,13
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max HandlingSchaden,1,13,13,3,1,1,4,3,9,3,9,3,1,2,1,2,1,2
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Kernschale Verschleiß Wärmenachbehandlung eingeleitet,2,10,8,-1,-1,-1,8,4,13,4,14,4,5,7,2,9,3,3
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,7,7,7,14,10,10,5,6,8,6,8,6,14,9,9,10,2,8
Schmelzofen Holding Furnace TempAbweichung °C Chargenanalyse Mg Ti Kernreparatur läuft,5,5,5,1,2,2,5,2,5,2,5,2,-1,1,-1,1,2,1
Legierungsabweichung Mg Lunker vs Soll HandlingSchaden,6,6,19,9,6,6,4,5,9,14,9,14,1,16,1,13,1,11
Formdruckabweichung Kaltlauf vs Kernschale Verschleiß Form Chargenanalyse Mg Ti,0,0,16,-1,-1,-1,9,0,12,0,12,0,1,11,1,12,1,10
Kaltlauf an Zylinderkopf Charge Kernreparatur läuft,4,4,15,-1,-1,-1,1,1,11,1,11,19,14,8,9,7,2,7
Ausschuss Funktionstest an Zylinderkopf Ursache Sandausbruch,2,10,10,-1,-1,-1,8,4,13,4,13,4,5,7,2,9,3,3
Formdruckabweichung Sandausbruch vs Sandbindermangel Form Schleifnacharbeit notwendig,0,0,16,5,4,4,0,0,10,0,10,0,1,11,1,12,1,10
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Chargenanalyse Mg Ti,3,3,10,-1,-1,-1,5,4,5,4,15,4,9,7,5,9,2,3
Oberflächenrauheit Lunker außerhalb Spezifikation Verdacht Legierungsdrift Nacharbeit gemäß,7,7,6,-1,-1,-1,1,6,8,6,1,6,-1,9,-1,10,2,8
Schmelzofen Holding Furnace TempAbweichung °C Schleifnacharbeit notwendig,5,5,5,1,2,2,5,2,5,2,15,2,10,1,5,1,2,1
Röntgenprüfung zeigt Kokillenriss in Zone Sandbindermangel,4,4,4,4,3,3,2,9,2,10,2,10,-1,5,-1,5,-1,5
Formdruckabweichung Kernschale Verschleiß vs Sandbindermangel Form,0,0,16,5,4,4,0,0,10,0,16,0,1,11,1,12,1,10
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Chargenanalyse C Si Schleifnacharbeit notwendig,3,1,1,-1,-1,-1,1,8,11,11,11,11,-1,3,-1,3,2,4
Ausschuss Oberflächenfehler an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Prüfbericht,2,10,10,-1,-1,-1,8,4,14,4,14,4,-1,7,-1,9,-1,3
Kernbruch Ursache HandlingSchaden,2,10,17,13,8,8,3,4,3,4,3,18,2,6,3,8,4,3
Bearbeitungsfehler HandlingSchaden Sandbindermangel Teil konform Kernreparatur läuft,7,8,18,-1,-1,-1,7,7,1,13,19,13,-1,21,-1,11,2,9
Kokillenriss an Zylinderkopf Charge Kernreparatur läuft,4,4,15,0,0,0,1,1,11,1,11,19,14,8,9,7,2,7
Ausschuss Maßhaltigkeit an Radträger Ursache Gießtemp zu niedrig °C °C konform Schleifnacharbeit notwendig,2,10,10,-1,-1,-1,8,4,14,4,14,4,-1,7,-1,9,-1,3
Sandfeuchte HandlingSchaden außerhalb Toleranz Nacharbeit gemäß,7,11,11,-1,-1,-1,7,8,1,11,19,11,12,3,7,3,2,4
Ausschuss Funktionstest an Radträger Ursache Legierungsabweichung Si Normabweichung Nacharbeit gemäß,2,2,10,-1,-1,-1,8,4,13,4,13,4,5,7,2,9,3,3
Maßabweichung Sandbindermangel Sandbindermangelmm vs HandlingSchaden±Kaltlaufmm Verdacht Sandfeuchteabweichung,8,12,12,-1,-1,-1,9,5,0,5,0,5,1,23,1,17,1,15
Spektralanalyse zeigt CuMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,12,0,6,0,6
Formdruckabweichung Lunker vs HandlingSchaden Form,0,0,16,5,4,4,9,0,0,0,0,0,1,11,1,12,1,10
Röntgenprüfung zeigt Kaltlauf in Zone Sandbindermangel Prüfbericht,4,4,4,4,3,3,2,9,2,10,5,10,-1,5,-1,5,2,5
Oberflächenrauheit Lunker außerhalb Spezifikation nicht konform Kernreparatur läuft,7,7,7,-1,-1,-1,1,6,8,6,1,6,12,9,7,10,2,8
Härteprüfung Sandausbruch HandlingSchaden vs Lunker,8,14,14,6,5,5,0,8,10,8,16,8,1,19,1,16,1,14
Sandfeuchte HandlingSchaden außerhalb Toleranz Chargenanalyse C Si Schleifnacharbeit notwendig,3,1,1,15,11,11,1,8,11,11,11,11,14,3,9,3,2,4
Kokillenriss an Radträger Charge Verdacht Formüberhitzung Nacharbeit gemäß,2,2,15,0,0,0,8,1,8,1,8,1,-1,15,2,7,3,7
Maßabweichung Sandbindermangel Sandbindermangelmm vs Kaltlauf±Lunkermm Gießparameter optimiert,8,12,12,-1,-1,-1,4,5,9,5,9,15,1,-1,1,17,1,15
Legierungsabweichung Mg Lunker vs Soll HandlingSchaden,6,6,19,9,6,6,4,5,9,14,9,14,1,16,1,13,1,11
Härteprüfung Sandausbruch Sandausbruch vs HandlingSchaden,8,14,14,6,5,5,0,8,10,8,16,8,1,19,1,16,1,14
Kokillenriss an Getriebegehäuse Charge,2,2,15,-1,-1,-1,1,1,11,1,1,19,12,15,7,7,2,7
Dichtheitsprüfung Fehler Lunker mbarmin vs max Kaltlauf,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Maßabweichung Kernschale Verschleiß Lunkermm vs Lunker±Sandbindermangelmm teilkonform Nacharbeit gemäß,8,12,12,10,7,7,9,5,0,5,0,5,1,23,1,17,1,15
