Zeitstempel,Teilenummer,Kategorie,Kommentar,Schweregrad,Charge,Werk
2024-09-14T20:48:27,GX-86831,formprozess,Formdruckabweichung Handling-Schaden bar vs. Lunker bar | Form FORM-Yh77 | IATF-Konformität: konform,1.0,CH-snnr-9645,Gießerei Leipzig
2024-08-13T09:14:00,GX-52193,endpruefung,Röntgenprüfung zeigt Formversatz in Zone Sandausbruch | IATF-Konformität: teilkonform,1.0,CH-fdVN-4641,Gießerei Leipzig
2024-05-29T19:57:36,GX-27022,gussfehler,Ausschuss Maßhaltigkeit an Getriebegehäuse | Ursache: Legierungsabweichung Si+0.3% (Verdacht: Sandfeuchteabweichung) | Wärmenachbehandlung eingeleitet,1.0,CH-vgnQ-6471,Gießerei Wolfsburg
2024-05-04T06:20:05,GX-66183,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 682°C (Verdacht: Sandfeuchteabweichung) | Gießparameter optimiert,1.0,CH-wPJp-8464,Gießerei Wolfsburg
2025-01-29T01:49:08,GX-24311,formprozess,Kernbruch K-1028 | Ursache: Handling-Schaden,2.0,CH-VYXB-3086,Gießerei Leipzig
2024-07-26T16:09:48,GX-21507,endpruefung,Röntgenprüfung zeigt Kaltlauf in Zone Handling-Schaden,1.0,CH-RoBA-5462,Gießerei Wolfsburg
2024-09-02T04:48:51,GX-45336,formprozess,Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%) | Gießparameter optimiert,1.0,CH-cAuE-7948,Gießerei Wolfsburg
2025-01-13T21:38:39,GX-14608,nachbearbeitung,Oberflächenrauheit Handling-Schaden µm außerhalb Spezifikation (Verdacht: Legierungsdrift),1.0,CH-TPZC-9462,Gießerei Stuttgart
2024-03-16T16:23:52,GX-69696,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-sGns-5864 | Wärmenachbehandlung eingeleitet,1.0,CH-sGns-5864,Gießerei Wolfsburg
2025-02-10T13:13:18,GX-74885,gussfehler,Qualitätsabweichung Handling-Schaden: Lunker | Porosität: 2.2 mm²,2.0,CH-rqmB-6271,Gießerei Stuttgart
2024-05-23T03:44:44,GX-27451,endpruefung,Härteprüfung Sandausbruch: Kernschale Verschleiß HV vs. Lunker | Normabweichung: ISO 8062,2.0,CH-DXfa-7502,Gießerei Stuttgart
2025-02-16T16:11:13,GX-85756,gussfehler,Ausschuss Maßhaltigkeit an Getriebegehäuse | Ursache: Gießtemp. zu niedrig (650°C < 720°C) | Prüfbericht: PRF-27437,2.0,CH-rEzh-1738,Gießerei Wolfsburg
2025-02-27T02:42:04,GX-04559,gussfehler,"Qualitätsabweichung Kernschale Verschleiß: Sandbindermangel | Raueit Ra 10.5 µm | Chargenanalyse: C:3.2%, Si:2.1% | Nacharbeit gemäß VDA 6.3",1.0,CH-UqQI-2404,Gießerei Wolfsburg
2024-10-16T22:44:05,GX-82769,schmelzprozess,Legierungsabweichung Mg: Sandausbruch% vs. Soll Sandausbruch% | Normabweichung: DIN 1681 | Schleifnacharbeit notwendig,3.0,CH-RDcR-7209,Gießerei Leipzig
2024-03-18T20:57:34,GX-79020,schmelzprozess,Legierungsabweichung Ti: Sandausbruch% vs. Soll Sandbindermangel% (Verdacht: Formüberhitzung) | Schleifnacharbeit notwendig,1.0,CH-oTQE-2828,Gießerei Stuttgart
2024-05-06T13:30:32,GX-05548,endpruefung,,2.0,CH-IBse-7059,Gießerei Leipzig
2024-04-30T22:44:22,GX-91628,nachbearbeitung,Bearbeitungsfehler Kernschale Verschleiß: Sandbindermangel; Teil GX-91628,1.0,CH-fdYl-4761,Gießerei Leipzig
2024-08-27T11:27:59,GX-47933,nachbearbeitung,Bearbeitungsfehler Kernschale Verschleiß: Sandbindermangel | Teil GX-47933,1.0,CH-Wvbs-3519,Gießerei Leipzig
2025-03-11T17:44:14,GX-87792,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Kaltlauf | Wärmenachbehandlung eingeleitet,1.0,CH-HWmF-4503,Gießerei Wolfsburg
2024-10-16T16:18:12,GX-66572,gussfehler,Lunker an Radträger (GX-66572) | Charge CH-JrTJ-7232 | Nacharbeit gemäß VDA 6.3,2.0,CH-JrTJ-7232,Gießerei Wolfsburg
2024-04-11T20:20:02,GX-15904,formprozess,Kernbruch K-1968; Ursache: Sandbindermangel,1.0,CH-sZUF-2041,Gießerei Wolfsburg
2024-05-03T15:04:19,GX-06167,endpruefung,"Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Kaltlauf // Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-ixTD-7018,Gießerei Wolfsburg
2024-12-04T02:53:26,GX-94373,schmelzprozess,Legierungsabweichung Mg: Lunker% vs. Soll Handling-Schaden%; IATF-Konformität: konform | Schleifnacharbeit notwendig,1.0,CH-EaFs-2987,Gießerei Stuttgart
2025-01-28T14:36:51,GX-69957,endpruefung,Dichtheitsprüfung Fehler: Sandausbruch mbar/min vs. max Sandbindermangel,1.0,CH-QrSN-9556,Gießerei Leipzig
2024-05-16T03:58:01,GX-49810,gussfehler,Kokillenriss an Radträger (GX-49810); Charge CH-Qgtf-0644 (Verdacht: Formüberhitzung) | Schleifnacharbeit notwendig,1.0,CH-Qgtf-0644,Gießerei Leipzig
2024-05-08T15:58:16,GX-80222,endpruefung,Röntgenprüfung zeigt Sandausbruch in Zone Sandausbruch,2.0,CH-fVDI-2980,Gießerei Stuttgart
2024-05-22T00:10:32,GX-04541,endpruefung,Härteprüfung Sandausbruch: Handling-Schaden HV vs. Kernschale Verschleiß | Gießparameter optimiert,2.0,CH-LDZZ-5833,Gießerei Wolfsburg
2024-04-30T20:00:29,GX-73039,endpruefung,Röntgenprüfung zeigt Lunker in Zone Sandbindermangel,1.0,CH-cPsA-2378,Gießerei Leipzig
2025-01-20T21:46:56,GX-33282,nachbearbeitung,Bearbeitungsfehler Kaltlauf: Kaltlauf | Teil GX-33282 | IATF-Konformität: konform | Nacharbeit gemäß VDA 6.3,2.0,CH-jRrJ-9310,Gießerei Wolfsburg
2024-10-07T02:58:22,GX-47582,endpruefung,Härteprüfung Sandausbruch: Lunker HV vs. Sandbindermangel,2.0,CH-MTlI-2304,Gießerei Wolfsburg
2024-03-19T23:21:57,GX-28552,formprozess,Kernbruch K-1276 | Ursache: Handling-Schaden,2.0,CH-Beaa-5938,Gießerei Leipzig
2024-11-05T21:15:34,GX-78705,schmelzprozess,Legierungsabweichung Mg: Handling-Schaden% vs. Soll Sandbindermangel% | Schleifnacharbeit notwendig,3.0,CH-enKz-6190,Gießerei Wolfsburg
2024-07-31T07:07:13,GX-00639,gussfehler,"Qualitätsabweichung Kernschale Verschleiß: Handling-Schaden ¦ Raueit Ra 4.1 µm ¦ Chargenanalyse: Mg:0.4%, Ti:0.1% | Schleifnacharbeit notwendig",2.0,CH-wwia-5878,Gießerei Wolfsburg
2024-04-16T10:40:35,GX-31134,endpruefung,Härteprüfung Kaltlauf: Sandbindermangel HV vs. Sandbindermangel (Verdacht: Sandfeuchteabweichung) | Nacharbeit gemäß VDA 6.3,2.0,CH-Pjdn-2483,Gießerei Wolfsburg
2024-12-28T20:17:23,GX-92886,endpruefung,"Härteprüfung Lunker: Kernschale Verschleiß HV vs. Sandausbruch | Chargenanalyse: Mg:0.4%, Ti:0.1% | Schleifnacharbeit notwendig",3.0,CH-oYhT-5415,Gießerei Wolfsburg
2024-11-16T11:51:12,GX-95972,schmelzprozess,Legierungsabweichung Si: Sandausbruch% vs. Soll Sandbindermangel% | Kernreparatur läuft,1.0,CH-VJZv-7608,Gießerei Stuttgart
2024-08-04T12:33:42,GX-94751,nachbearbeitung,Oberflächenrauheit Kaltlauf µm außerhalb Spezifikation | Kernreparatur läuft,1.0,CH-CCbm-7770,Gießerei Leipzig
2024-09-02T00:40:15,GX-40563,gussfehler,Formversatz an Getriebegehäuse (GX-40563) | Charge CH-WyIN-2276 | Prüfbericht: PRF-02444,2.0,CH-WyIN-2276,Gießerei Stuttgart
2024-07-02T18:33:46,GX-87504,gussfehler,Qualitätsabweichung Sandausbruch: Sandbindermangel | Raueit Ra 11.7 µm | Prüfbericht: PRF-90191,1.0,CH-JVWJ-2598,Gießerei Wolfsburg
2024-11-28T08:47:38,GX-54448,formprozess,Sandfeuchte Lunker% außerhalb Toleranz (2.8-3.2%) | Normabweichung: VDA 6.3,2.0,CH-etcL-9797,Gießerei Wolfsburg
2024-12-08T20:29:34,GX-93948,formprozess,Formdruckabweichung Kaltlauf bar vs. Kernschale Verschleiß bar | Form FORM-WQ99,2.0,CH-EnCF-9413,Gießerei Wolfsburg
2025-02-03T03:05:55,GX-79411,gussfehler,Ausschuss Funktionstest an Getriebegehäuse | Ursache: Lunker | Nacharbeit gemäß VDA 6.3,1.0,CH-MJSJ-6821,Gießerei Wolfsburg
2024-08-31T16:42:02,GX-94972,,,,CH-Zzrz-6519,Gießerei Stuttgart
2024-03-14T11:41:37,GX-25202,,,,CH-jMdJ-7013,Gießerei Wolfsburg
2024-09-24T04:11:38,GX-99984,endpruefung,Röntgenprüfung zeigt Kokillenriss in Zone Sandausbruch | IATF-Konformität: nicht konform,1.0,CH-Limo-1686,Gießerei Stuttgart
2024-04-18T01:08:59,GX-74857,,,,CH-duRD-3008,Gießerei Wolfsburg
2024-12-21T13:56:53,GX-27198,formprozess,Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%),1.0,CH-ojpI-1768,Gießerei Stuttgart
2024-06-02T20:55:52,GX-68598,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Handling-Schaden,1.0,CH-fjLH-0072,Gießerei Leipzig
2024-09-10T00:05:02,GX-31961,nachbearbeitung,Maßabweichung Lunker: Lunkermm vs. Kaltlauf±Handling-Schadenmm | Prüfbericht: PRF-28071 | Wärmenachbehandlung eingeleitet,2.0,CH-zSWN-0922,Gießerei Wolfsburg
2024-06-30T16:40:58,GX-22251,nachbearbeitung,Bearbeitungsfehler Kaltlauf: Kernschale Verschleiß | Teil GX-22251 (Verdacht: Legierungsdrift),2.0,CH-eZqD-7253,Gießerei Leipzig
2024-07-16T22:38:27,GX-10584,gussfehler,"Qualitätsabweichung Sandbindermangel: Kaltlauf | Porosität: 2.1 mm² | Chargenanalyse: C:3.2%, Si:2.1%",3.0,CH-UcBl-9007,Gießerei Leipzig
2024-05-14T23:26:24,GX-83692,schmelzprozess,Legierungsabweichung Mg: Handling-Schaden% vs. Soll Sandausbruch% | Kernreparatur läuft,1.0,CH-GflT-8972,Gießerei Leipzig
2024-10-04T10:20:05,GX-27680,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-AsfM-6151 | Nacharbeit gemäß VDA 6.3,2.0,CH-AsfM-6151,Gießerei Wolfsburg
2024-05-27T22:58:55,GX-19956,nachbearbeitung,Maßabweichung Sandbindermangel: Kernschale Verschleißmm vs. Handling-Schaden±Kernschale Verschleißmm,1.0,CH-MrdH-3560,Gießerei Leipzig
2025-01-22T17:38:24,GX-97809,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-GVVS-8466 | IATF-Konformität: konform,1.0,CH-GVVS-8466,Gießerei Leipzig
2024-09-18T01:54:30,GX-52538,formprozess,Formdruckabweichung Lunker bar vs. Sandbindermangel bar | Form FORM-dh43 (Verdacht: Legierungsdrift),1.0,CH-LCqR-0976,Gießerei Stuttgart
2024-06-17T02:43:53,GX-35684,nachbearbeitung,Oberflächenrauheit Lunker µm außerhalb Spezifikation (Verdacht: Legierungsdrift) | Gießparameter optimiert,1.0,CH-YytX-1191,Gießerei Wolfsburg
2024-05-18T15:07:37,GX-49134,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 699°C,1.0,CH-FQem-3740,Gießerei Leipzig
2024-09-13T06:21:10,GX-56445,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 714°C | Normabweichung: VDA 6.3 | Nacharbeit gemäß VDA 6.3,1.0,CH-czrE-8336,Gießerei Leipzig
2024-04-12T05:31:06,GX-36020,formprozess,Formdruckabweichung Sandausbruch bar vs. Lunker bar | Form FORM-Jg74 (Verdacht: Legierungsdrift),1.0,CH-msqK-3299,Gießerei Leipzig
2024-09-22T20:42:38,GX-09308,endpruefung,Röntgenprüfung zeigt Kaltlauf in Zone Handling-Schaden,1.0,CH-eGov-0783,Gießerei Wolfsburg
2024-12-18T12:55:42,GX-26724,nachbearbeitung,Bearbeitungsfehler Kaltlauf: Kaltlauf | Teil GX-26724 | IATF-Konformität: nicht konform | Schleifnacharbeit notwendig,2.0,CH-CbOi-0440,Gießerei Leipzig
2024-09-10T01:29:22,GX-33916,,,,CH-zlef-8541,Gießerei Stuttgart
2025-01-16T04:12:47,GX-66816,formprozess,Kernbruch K-1668 | Ursache: Sandbindermangel | IATF-Konformität: teilkonform | Gießparameter optimiert,1.0,CH-FhqJ-7202,Gießerei Leipzig
2024-03-26T23:03:09,GX-08936,endpruefung,Röntgenprüfung zeigt Kaltlauf in Zone Handling-Schaden | Wärmenachbehandlung eingeleitet,1.0,CH-ZsPF-6241,Gießerei Wolfsburg
2024-03-31T05:58:55,GX-05845,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 688°C,2.0,CH-THXb-6990,Gießerei Stuttgart
2025-03-11T11:00:47,GX-52305,gussfehler,Ausschuss Funktionstest an Getriebegehäuse | Ursache: Lunker,2.0,CH-irZC-9262,Gießerei Stuttgart
2024-07-07T14:24:13,GX-14650,gussfehler,Qualitätsabweichung Sandbindermangel: Kaltlauf | Raueit Ra 6.1 µm | Nacharbeit gemäß VDA 6.3,3.0,CH-IxyG-0547,Gießerei Wolfsburg
2024-09-07T07:55:15,GX-25787,nachbearbeitung,Oberflächenrauheit Kernschale Verschleiß µm außerhalb Spezifikation | Normabweichung: DIN 1681,1.0,CH-GJZl-2656,Gießerei Leipzig
2024-07-09T12:02:49,GX-91141,formprozess,,1.0,CH-WSuL-2144,Gießerei Wolfsburg
2024-05-01T02:28:04,GX-30243,nachbearbeitung,Maßabweichung Sandausbruch: Kernschale Verschleißmm vs. Lunker±Sandbindermangelmm (Verdacht: Formüberhitzung),3.0,CH-xtZU-6645,Gießerei Stuttgart
2024-10-04T03:03:51,GX-41868,gussfehler,Sandausbruch an Zylinderkopf (GX-41868) | Charge CH-IJTR-8277 | IATF-Konformität: konform,2.0,CH-IJTR-8277,Gießerei Leipzig
2024-06-06T06:04:53,GX-52798,nachbearbeitung,Maßabweichung Sandausbruch: Sandausbruchmm vs. Handling-Schaden±Lunkermm,1.0,CH-UCtn-7422,Gießerei Wolfsburg
2025-03-08T01:13:51,GX-39325,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 722°C,1.0,CH-tPqJ-3071,Gießerei Wolfsburg
2024-07-18T10:17:18,GX-83618,formprozess,Sandfeuchte Kernschale Verschleiß% außerhalb Toleranz (2.8-3.2%) | Nacharbeit gemäß VDA 6.3,1.0,CH-ZifD-3136,Gießerei Wolfsburg
2024-06-16T01:02:57,GX-06223,endpruefung,Härteprüfung Sandausbruch: Sandausbruch HV vs. Kaltlauf | Normabweichung: ISO 8062,1.0,CH-AQey-0529,Gießerei Wolfsburg
2025-02-06T01:44:46,GX-28178,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 687°C,1.0,CH-ekKf-4665,Gießerei Wolfsburg
2024-04-29T18:19:07,GX-97628,formprozess,Formdruckabweichung Sandausbruch bar vs. Sandbindermangel bar | Form FORM-fI84 | Normabweichung: DIN 1681,1.0,CH-XDDm-1242,Gießerei Leipzig
2024-05-29T03:30:52,GX-86710,schmelzprozess,Spektralanalyse zeigt Cu-Mangel | Charge CH-tQxS-4795,1.0,CH-tQxS-4795,Gießerei Leipzig
2024-07-04T09:12:45,GX-87626,endpruefung,Härteprüfung Sandausbruch: Sandausbruch HV vs. Lunker (Verdacht: Legierungsdrift),1.0,CH-XVtD-5274,Gießerei Leipzig
2025-02-13T06:25:43,GX-51582,nachbearbeitung,Bearbeitungsfehler Kernschale Verschleiß: Kaltlauf | Teil GX-51582,1.0,CH-DJNe-3152,Gießerei Stuttgart
2025-01-15T23:58:02,GX-54415,endpruefung,"Dichtheitsprüfung Fehler: Lunker mbar/min vs. max Kernschale Verschleiß ¦ Chargenanalyse: C:3.2%, Si:2.1% | Wärmenachbehandlung eingeleitet",1.0,CH-yoft-1745,Gießerei Wolfsburg
2024-06-18T22:55:23,GX-68031,,,,CH-CeoN-3790,Gießerei Stuttgart
2024-08-21T04:32:52,GX-23886,formprozess,"Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%) | Chargenanalyse: Mg:0.4%, Ti:0.1%",1.0,CH-fqTh-9554,Gießerei Stuttgart
2024-12-08T03:24:40,GX-22414,formprozess,Kernbruch K-1083 ¦ Ursache: Sandbindermangel,1.0,CH-ZWEJ-6472,Gießerei Stuttgart
2025-01-19T03:19:40,GX-66964,schmelzprozess,"Legierungsabweichung Si: Handling-Schaden% vs. Soll Kaltlauf% | Chargenanalyse: Mg:0.4%, Ti:0.1%",1.0,CH-mJgc-4932,Gießerei Leipzig
2024-11-04T07:36:38,GX-59249,,,,CH-shPp-6631,Gießerei Wolfsburg
2024-05-06T22:12:03,GX-91021,schmelzprozess,Spektralanalyse zeigt Si-Mangel | Charge CH-MQvu-6010,1.0,CH-MQvu-6010,Gießerei Stuttgart
2024-09-12T22:10:04,GX-57341,nachbearbeitung,Maßabweichung Sandbindermangel: Handling-Schadenmm vs. Sandausbruch±Kernschale Verschleißmm | IATF-Konformität: nicht konform,1.0,CH-IDPC-1040,Gießerei Leipzig
2024-11-22T05:01:00,GX-81757,gussfehler,Kaltlauf an Getriebegehäuse (GX-81757) | Charge CH-CylM-0266 | Prüfbericht: PRF-35113,1.0,CH-CylM-0266,Gießerei Leipzig
2024-07-25T08:09:49,GX-28514,gussfehler,Formversatz an Getriebegehäuse (GX-28514) | Charge CH-GvKH-4371,1.0,CH-GvKH-4371,Gießerei Leipzig
2025-01-28T19:34:36,GX-62791,gussfehler,Kokillenriss an Zylinderkopf (GX-62791) // Charge CH-GNyF-6779 // Normabweichung: ISO 8062 | Schleifnacharbeit notwendig,3.0,CH-GNyF-6779,Gießerei Leipzig
2025-02-17T03:28:04,GX-43694,gussfehler,Qualitätsabweichung Handling-Schaden: Kaltlauf | Raueit Ra 5.4 µm | IATF-Konformität: nicht konform | Gießparameter optimiert,2.0,CH-NRAG-5539,Gießerei Stuttgart
2024-07-06T13:22:43,GX-04010,formprozess,Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%) | Gießparameter optimiert,2.0,UNBEKANNT,Gießerei Leipzig
2024-09-24T23:56:21,GX-44564,gussfehler,Qualitätsabweichung Kernschale Verschleiß: Sandausbruch | Raueit Ra 4.4 µm,1.0,CH-ITup-8526,Gießerei Stuttgart
2024-11-07T16:15:53,GX-97277,formprozess,Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%),2.0,CH-fpUZ-3852,Gießerei Wolfsburg
2024-11-06T07:32:24,GX-76702,formprozess,Sandfeuchte Handling-Schaden% außerhalb Toleranz (2.8-3.2%) | Gießparameter optimiert,2.0,CH-qFub-7333,Gießerei Wolfsburg
2024-03-30T12:52:34,GX-88417,endpruefung,Härteprüfung Handling-Schaden: Sandbindermangel HV vs. Handling-Schaden | IATF-Konformität: teilkonform | Wärmenachbehandlung eingeleitet,1.0,CH-ojFp-2109,Gießerei Stuttgart
2024-11-09T00:24:54,GX-79876,nachbearbeitung,Oberflächenrauheit Sandbindermangel µm außerhalb Spezifikation,3.0,CH-axox-5092,Gießerei Stuttgart
2024-05-15T23:05:50,GX-27333,schmelzprozess,"Legierungsabweichung Ti: Handling-Schaden% vs. Soll Lunker%; Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-LvTT-0197,Gießerei Leipzig
2024-03-19T13:40:38,GX-32584,endpruefung,Härteprüfung Sandbindermangel: Kernschale Verschleiß HV vs. Sandbindermangel,1.0,UNBEKANNT,Gießerei Wolfsburg
2024-09-27T23:43:00,GX-63624,formprozess,Kernbruch K-1721 | Ursache: Kernschale Verschleiß | IATF-Konformität: teilkonform | Nacharbeit gemäß VDA 6.3,1.0,CH-ylJs-4447,Gießerei Wolfsburg
2024-08-30T19:25:16,GX-22129,nachbearbeitung,Maßabweichung Lunker: Lunkermm vs. Sandausbruch±Kernschale Verschleißmm | Schleifnacharbeit notwendig,2.0,CH-yykE-3876,Gießerei Wolfsburg
2024-12-18T15:16:14,GX-52526,gussfehler,Qualitätsabweichung Sandausbruch: Kernschale Verschleiß | Dickenmaß: 135.2 mm,1.0,CH-ANiV-4225,Gießerei Stuttgart
2024-08-15T19:26:16,GX-28895,gussfehler,Sandausbruch an Getriebegehäuse (GX-28895) | Charge CH-LxoF-2837,3.0,CH-LxoF-2837,Gießerei Wolfsburg
2025-02-24T18:52:07,GX-29703,nachbearbeitung,Maßabweichung Sandausbruch: Kaltlaufmm vs. Kaltlauf±Lunkermm,1.0,CH-vXYU-2474,Gießerei Leipzig
2024-04-01T23:43:05,GX-97899,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 715°C ¦ Normabweichung: DIN 1681,1.0,CH-EJCa-3590,Gießerei Wolfsburg
2024-05-25T23:42:54,GX-18457,formprozess,Kernbruch K-1987 | Ursache: Sandbindermangel,1.0,CH-Nvxr-8017,Gießerei Leipzig
2024-07-06T03:32:46,GX-37675,endpruefung,"Röntgenprüfung zeigt Gasporosität in Zone Sandausbruch | Chargenanalyse: C:3.2%, Si:2.1%",2.0,CH-luqV-7883,Gießerei Stuttgart
2024-12-13T06:58:32,GX-76902,formprozess,Kernbruch K-1764 | Ursache: Sandbindermangel,1.0,CH-IqXy-8698,Gießerei Stuttgart
2024-11-01T19:04:54,GX-21303,gussfehler,Formversatz an Getriebegehäuse (GX-21303) ¦ Charge CH-REQa-7512 | Gießparameter optimiert,1.0,CH-REQa-7512,Gießerei Wolfsburg
2024-06-23T10:09:03,GX-73084,formprozess,"Kernbruch K-1220 | Ursache: Kernschale Verschleiß | Chargenanalyse: Mg:0.4%, Ti:0.1%",2.0,CH-BIOx-1460,Gießerei Leipzig
2024-07-25T22:00:51,GX-26778,gussfehler,Lunker an Getriebegehäuse (GX-26778) | Charge CH-pTpM-6268 | Nacharbeit gemäß VDA 6.3,3.0,CH-pTpM-6268,Gießerei Leipzig
2025-02-08T07:18:34,GX-30943,endpruefung,Röntgenprüfung zeigt Kaltlauf in Zone Lunker (Verdacht: Legierungsdrift),1.0,CH-Aods-3111,Gießerei Leipzig
2024-12-04T21:00:25,GX-45508,formprozess,Kernbruch K-1387 ¦ Ursache: Kernschale Verschleiß,1.0,CH-RiIp-8811,Gießerei Leipzig
2024-12-28T00:46:47,GX-10163,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Lunker,1.0,CH-wDPB-3475,Gießerei Wolfsburg
2025-01-27T21:00:12,GX-98445,nachbearbeitung,Bearbeitungsfehler Kaltlauf: Kernschale Verschleiß // Teil GX-98445,3.0,CH-mpqC-1029,Gießerei Wolfsburg
2025-02-27T07:35:27,GX-48838,formprozess,Kernbruch K-1128 | Ursache: Sandbindermangel | Normabweichung: ISO 8062 | Kernreparatur läuft,1.0,CH-uaVi-0269,Gießerei Leipzig
2024-12-08T09:05:08,GX-54846,nachbearbeitung,Maßabweichung Handling-Schaden: Sandbindermangelmm vs. Lunker±Kaltlaufmm (Verdacht: Legierungsdrift) | Gießparameter optimiert,1.0,CH-owjY-3656,Gießerei Leipzig
2024-11-24T16:15:47,GX-92866,gussfehler,Qualitätsabweichung Handling-Schaden: Lunker | Dickenmaß: 50.4 mm | Wärmenachbehandlung eingeleitet,1.0,CH-AkiT-2695,Gießerei Leipzig
2024-09-17T02:43:43,GX-03083,nachbearbeitung,Maßabweichung Lunker: Sandausbruchmm vs. Sandausbruch±Sandausbruchmm | Wärmenachbehandlung eingeleitet,3.0,CH-akaW-2557,Gießerei Leipzig
2024-09-10T13:23:52,GX-86184,gussfehler,Ausschuss Funktionstest an Radträger | Ursache: Kaltlauf,2.0,CH-iBAd-1832,Gießerei Leipzig
2024-09-28T08:34:14,GX-05190,nachbearbeitung,Maßabweichung Kernschale Verschleiß: Kernschale Verschleißmm vs. Sandausbruch±Sandbindermangelmm,1.0,CH-dWCS-9125,Gießerei Stuttgart
2024-08-21T06:51:12,GX-93777,formprozess,Formdruckabweichung Handling-Schaden bar vs. Sandausbruch bar | Form FORM-wn58 (Verdacht: Sandfeuchteabweichung),2.0,CH-YRvr-9756,Gießerei Wolfsburg
2024-07-16T15:57:34,GX-32370,nachbearbeitung,Bearbeitungsfehler Lunker: Kaltlauf | Teil GX-32370 | Kernreparatur läuft,1.0,CH-hreV-1009,Gießerei Wolfsburg
2024-04-27T20:07:01,GX-58628,gussfehler,Ausschuss Maßhaltigkeit an Zylinderkopf | Ursache: Kernschale Verschleiß,2.0,CH-opzt-3175,Gießerei Stuttgart
2024-05-08T22:43:42,GX-63132,nachbearbeitung,Bearbeitungsfehler Kernschale Verschleiß: Sandausbruch; Teil GX-63132; Normabweichung: DIN 1681,1.0,CH-nTMa-2596,Gießerei Leipzig
2024-12-07T16:40:47,GX-45898,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 727°C | Prüfbericht: PRF-19403 | Schleifnacharbeit notwendig,2.0,CH-HyxZ-6997,Gießerei Wolfsburg
2024-12-17T22:17:03,GX-54972,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Kaltlauf | Schleifnacharbeit notwendig,2.0,CH-aXoQ-8289,Gießerei Wolfsburg
2024-06-09T02:17:23,GX-51244,formprozess,Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%),2.0,CH-COXx-8921,Gießerei Leipzig
2024-04-17T13:27:26,GX-52322,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 747°C | Nacharbeit gemäß VDA 6.3,1.0,CH-quRq-2063,Gießerei Stuttgart
2024-07-18T05:50:52,GX-29488,nachbearbeitung,Bearbeitungsfehler Sandbindermangel: Sandausbruch ¦ Teil GX-29488 ¦ Normabweichung: ISO 8062,1.0,CH-CaVB-7613,Gießerei Stuttgart
2024-03-19T10:04:41,GX-52532,gussfehler,Lunker an Zylinderkopf (GX-52532); Charge CH-fiYB-0686 | Gießparameter optimiert,1.0,CH-fiYB-0686,Gießerei Leipzig
2024-03-31T03:46:54,GX-41449,gussfehler,Sandausbruch an Radträger (GX-41449) | Charge CH-Snry-5640 | Normabweichung: ISO 8062,1.0,CH-Snry-5640,Gießerei Wolfsburg
2024-10-08T17:56:13,GX-83811,nachbearbeitung,Bearbeitungsfehler Sandausbruch: Sandausbruch | Teil GX-83811 | IATF-Konformität: nicht konform | Kernreparatur läuft,1.0,CH-FqqB-8844,Gießerei Stuttgart
2024-07-03T15:49:49,GX-74748,nachbearbeitung,Oberflächenrauheit Kaltlauf µm außerhalb Spezifikation | IATF-Konformität: konform,1.0,CH-QYmE-9607,Gießerei Leipzig
2024-11-01T04:40:10,GX-34738,gussfehler,Qualitätsabweichung Handling-Schaden: Kaltlauf | Raueit Ra 6.3 µm | Wärmenachbehandlung eingeleitet,1.0,CH-Pqyu-1472,Gießerei Wolfsburg
2024-07-11T19:10:32,GX-98975,formprozess,Sandfeuchte Lunker% außerhalb Toleranz (2.8-3.2%) | Wärmenachbehandlung eingeleitet,1.0,CH-NUyj-6915,Gießerei Stuttgart
2025-01-16T00:14:00,GX-06743,nachbearbeitung,Bearbeitungsfehler Lunker: Kernschale Verschleiß | Teil GX-06743 | Kernreparatur läuft,2.0,CH-mbXz-1947,Gießerei Stuttgart
